sweeper,slider,color,thickness,x,y
0.7853981633974483,50,#1ec280,5,141.42135623730948,141.42135623730948
0.785398165681553,50.000000003242704,#1fc47b,5.000000001876957,141.42135656950242,141.42135592346008
0.7853981999135748,50.00000005188328,#20c676,5.000000030030823,141.42136154821765,141.42135121989733
0.7853983480112049,50.00000026265897,#21c872,5.000000152026801,141.42138308854683,141.42133087189086
0.7853987457668121,50.00000083013126,#22ca6d,5.0000004804609866,141.42144094471794,141.42127622578468
0.7853995817452805,50.00000202668522,#23cc69,5.0000011729415075,141.4215625541809,141.42116138481654
0.7854010957479747,50.00000420252828,#24cf64,5.000002432062114,141.42178282026973,141.4209534262232
0.7854035768498111,50.00000778568891,#25d160,5.000004505368242,141.42214383438528,141.4206126785967
0.7854073610183516,50.00001328201486,#26d35b,5.000007685315522,141.42269453890657,141.42009305817095
0.7854128283257562,50.00002127517116,#27d557,5.000012309220777,141.42349033230647,141.4193424624408
0.7854203997663218,50.000032426637716,#28d753,5.000018759205476,141.4245926182109,141.41830321924476
0.7854305336941557,50.00004747570672,#29d94f,5.000027462131676,141.426068300401,141.4169125891848
0.7854437218973337,50.00006723947963,#2adb4b,5.000038889530454,141.427989226016,141.41510331900778
0.7854604853266137,50.0000926128639,#2bdd47,5.000053557522813,141.43043157946883,141.41280424333812
0.7854813694984433,50.000124568569404,#2cdf43,5.000072026733119,141.43347522983342,141.4099409319282
0.7855069395935986,50.000164157104486,#2ce13f,5.0000949021950145,141.43720303470766,141.40643637938555
0.7855377752743142,50.00021250677177,#2de23b,5.000122833249887,141.4417001037898,141.40221173414142
0.7855744652442037,50.00027082366363,#2ee438,5.000156513437837,141.44705302563466,141.39718706324618
0.7856176015766292,50.0003403916573,#2fe634,5.000196680381208,141.45334906127363,141.3912821494134
0.7856677738384444,50.00042257240976,#30e831,5.000244115660665,141.46067530858969,141.38441731658568
0.7857255630372045,50.00051880535224,#30e92d,5.00029964468384,141.46911784153303,141.37651428016102
0.7857915354210087,50.000630607684435,#31eb2a,5.000364136546551,141.47876082844377,141.36749701789924
0.7858662361611066,50.00075957436842,#32ec27,5.000438503886629,141.48968563391452,141.35729265742455
0.7859501829482627,50.00090737812223,#33ed25,5.000523702730348,141.50196990877254,141.3458323761467
0.7860438595346139,50.001075769413106,#33ef22,5.000620732331479,141.51568667289297,141.33305230934846
0.7861477092533962,50.00126657645054,#34f01f,5.000730635002989,141.5309033956633,141.31889446211974
0.7862621285494273,50.00148170517883,#34f11d,5.000854495941404,141.54768107900816,141.30330762076568
0.7863874605536302,50.001723139269494,#35f21b,5.000993443043845,141.56607334794958,141.286248259275
0.7865239887351557,50.00199294011326,#35f319,5.001148646717766,141.58612555371906,141.26768143640174
0.7866719306648163,50.00229324681178,#36f417,5.0013213196834,141.60787389445335,141.24758167889152
0.786831431923563,50.002626276169025,#36f515,5.00151271676896,141.6313445584979,141.22593384637156
0.7870025601896412,50.002994322682426,#36f514,5.001724134698581,141.6565528953022,141.20273397341788
0.787185299537834,50.003399758533554,#37f612,5.001956911873053,141.683502618829,141.17799008431763
0.7873795449838451,50.0038450335787,#37f711,5.00221242814336,141.71218504830586,141.15172297605568
0.7875850973063965,50.004332675338915,#37f710,5.002492104577034,141.74257839102674,141.12396696507332
0.7878016581790043,50.00486528898993,#37f80f,5.002797403217379,141.77464707176358,141.09477059337587
0.7880288256426741,50.00544555735165,#38f80f,5.0031298268355515,141.80834111317216,141.06419728959705
0.7882660899498886,50.00607624087734,#38f80e,5.003490918675563,141.84359557137364,141.03232598067575
0.7885128298092983,50.006760177642605,#38f80e,5.003882262192202,141.8803300306662,140.99925164984896
0.7887683090594172,50.007500283333904,#38f80e,5.004305480781902,141.91844816106874,140.9650858367287
0.7890316737984198,50.00829955123686,#38f80e,5.004762237506622,141.95783734212483,140.92995707530253
0.7893019499958022,50.00916105222421,#38f80e,5.005254234810711,141.99836835609983,140.8940112657815
0.7895780416102373,50.010087934743474,#38f80e,5.005783214230832,142.03989515339163,140.85741197631708
0.7898587292364027,50.01108342480429,#38f80f,5.006350956098958,142.08225469264667,140.82034067072001
0.7901426693019135,50.01215082596545,#37f710,5.006959279238458,142.1252668577315,140.78299685844334
0.790428393833746,50.0132935193216,#37f710,5.007610040653346,142.16873445335918,140.74559816323668
0.7907143108116921,50.01451496348963,#37f712,5.008305135210667,142.2124432808112,140.7083803070454
0.7909987051244585,50.01581869459483,#37f613,5.009046495316102,142.25616229483654,140.67159700591452
0.7912797401420059,50.01720832625658,#36f514,5.0098360905828105,142.29964384244602,140.63551977486847
0.7915554599156337,50.01868754957389,#36f516,5.0106759274935335,142.34262398396518,140.60043763896988
0.7918237920151512,50.02026013311054,#36f417,5.011568049056,142.38482289635928,140.56665674802528
0.7920825510102444,50.02192992287989,#35f319,5.012514534451689,142.4259453585043,140.53449989268992
